Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771939055.203,2.92,0,0.706,1
1771939055.276,13.70,0,0.706,1
1771939055.293,58.82,0,0.706,1
1771939055.312,52.63,0,0.706,1
1771939055.328,62.50,0,0.706,1
1771939055.344,62.50,0,0.706,1
1771939055.360,62.50,0,0.706,1
1771939055.377,58.82,0,0.706,1
1771939055.403,38.46,0,0.706,1
1771939055.420,58.82,0,0.706,1
1771939055.436,62.50,0,0.706,1
1771939055.453,58.82,0,0.706,1
1771939055.470,58.82,0,0.706,1
1771939055.486,62.50,0,0.706,1
1771939055.502,62.50,0,0.706,1
1771939055.518,62.50,0,0.706,1
1771939055.534,58.82,0,0.706,1
1771939055.551,62.50,0,0.706,1
1771939055.567,62.50,0,0.706,1
1771939055.583,62.50,0,0.706,1
1771939055.600,58.82,0,0.706,1
1771939055.616,62.50,0,0.706,1
1771939055.632,62.50,0,0.706,1
1771939055.649,58.82,0,0.706,1
1771939055.665,62.50,0,0.706,1
1771939055.682,58.82,0,0.706,1
1771939055.699,58.82,0,0.706,1
1771939055.715,62.50,0,0.706,1
1771939055.732,58.82,0,0.706,1
1771939055.748,62.50,0,0.706,1
1771939055.764,62.50,0,0.706,1
1771939055.780,58.82,0,0.706,1
1771939055.798,58.82,0,0.706,1
1771939055.814,62.50,0,0.706,1
1771939055.830,62.50,0,0.706,1
1771939055.847,58.82,0,0.706,1
1771939055.870,43.48,0,0.706,1
1771939055.887,58.82,0,0.706,1
1771939055.904,58.82,0,0.706,1
1771939055.921,58.82,0,0.706,1
1771939055.937,62.50,0,0.706,1
1771939055.954,58.82,0,0.706,1
1771939055.970,62.50,0,0.706,1
1771939055.987,58.82,0,0.706,1
1771939056.004,58.82,0,0.706,1
1771939056.020,62.50,0,0.706,1
1771939056.036,62.50,0,0.706,1
1771939056.053,58.82,0,0.706,1
1771939056.080,37.04,0,0.706,1
1771939056.096,62.50,0,0.706,1
1771939056.119,43.48,0,0.706,1
1771939056.136,58.82,0,0.706,1
1771939056.153,58.82,0,0.706,1
1771939056.169,62.50,0,0.706,1
1771939056.186,58.82,0,0.706,1
1771939056.203,58.82,0,0.706,1
1771939056.220,58.82,0,0.706,1
1771939056.236,62.50,0,0.706,1
1771939056.253,58.82,0,0.706,1
1771939056.270,58.82,0,0.706,1
1771939056.287,58.82,0,0.706,1
1771939056.303,62.50,0,0.706,1
1771939056.319,62.50,0,0.706,1
1771939056.335,62.50,0,0.706,1
1771939056.351,62.50,0,0.706,1
1771939056.368,58.82,0,0.706,1
1771939056.385,58.82,0,0.706,1
1771939056.402,58.82,0,0.706,1
1771939056.419,58.82,0,0.706,1
1771939056.435,58.82,0,0.706,1
1771939056.455,52.63,0,0.706,1
1771939056.471,62.50,0,0.706,1
1771939056.487,62.50,0,0.706,1
1771939056.503,62.50,0,0.706,1
1771939056.520,58.82,0,0.706,1
1771939056.536,62.50,0,0.706,1
1771939056.553,58.82,0,0.706,1
1771939056.570,58.82,0,0.706,1
1771939056.587,58.82,0,0.706,1
1771939056.604,58.82,0,0.706,1
1771939056.621,58.82,0,0.706,1
1771939056.637,62.50,0,0.706,1
1771939056.654,58.82,0,0.706,1
1771939056.671,58.82,0,0.706,1
1771939056.688,58.82,0,0.706,1
1771939056.705,58.82,0,0.706,1
1771939056.721,62.50,0,0.706,1
1771939056.738,58.82,0,0.706,1
1771939056.754,58.82,0,0.706,1
1771939056.772,58.82,0,0.706,1
1771939056.789,58.82,0,0.706,1
