Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771937768.144,9.26,0,0.012,1
1771937768.174,33.33,0,0.012,1
1771937768.191,58.82,0,0.012,1
1771937768.207,62.50,0,0.012,1
1771937768.223,58.82,0,0.012,1
1771937768.241,58.82,0,0.012,1
1771937768.257,62.50,0,0.012,1
1771937768.273,62.50,0,0.012,1
1771937768.314,24.39,0,0.012,1
1771937768.330,62.50,0,0.012,1
1771937768.346,62.50,0,0.012,1
1771937768.363,58.82,0,0.012,1
1771937768.380,58.82,0,0.012,1
1771937768.396,58.82,0,0.012,1
1771937768.413,58.82,0,0.012,1
1771937768.429,62.50,0,0.012,1
1771937768.446,58.82,0,0.012,1
1771937768.464,58.82,0,0.012,1
1771937768.480,58.82,0,0.012,1
1771937768.497,58.82,0,0.012,1
1771937768.515,58.82,0,0.012,1
1771937768.532,58.82,0,0.012,1
1771937768.549,58.82,0,0.012,1
1771937768.565,58.82,0,0.012,1
1771937768.582,58.82,0,0.012,1
1771937768.599,58.82,0,0.012,1
1771937768.617,58.82,0,0.012,1
1771937768.633,62.50,0,0.012,1
1771937768.650,58.82,0,0.012,1
1771937768.667,58.82,0,0.012,1
1771937768.683,58.82,0,0.012,1
1771937768.701,58.82,0,0.012,1
1771937768.718,58.82,0,0.012,1
1771937768.735,58.82,0,0.012,1
1771937768.752,58.82,0,0.012,1
1771937768.768,62.50,0,0.012,1
1771937768.785,58.82,0,0.012,1
1771937768.801,62.50,0,0.012,1
1771937768.817,58.82,0,0.012,1
1771937768.834,62.50,0,0.012,1
1771937768.850,58.82,0,0.012,1
1771937768.868,58.82,0,0.012,1
1771937768.884,58.82,0,0.012,1
1771937768.901,62.50,0,0.012,1
1771937768.917,58.82,0,0.012,1
1771937768.934,58.82,0,0.012,1
1771937768.951,58.82,0,0.012,1
1771937768.968,62.50,0,0.012,1
1771937768.984,62.50,0,0.012,1
1771937769.000,62.50,0,0.012,1
1771937769.017,58.82,0,0.012,1
1771937769.033,58.82,0,0.012,1
1771937769.051,58.82,0,0.012,1
1771937769.067,58.82,0,0.012,1
1771937769.083,62.50,0,0.012,1
1771937769.100,62.50,0,0.012,1
1771937769.116,58.82,0,0.012,1
1771937769.133,58.82,0,0.012,1
1771937769.150,62.50,0,0.012,1
1771937769.166,62.50,0,0.012,1
1771937769.183,58.82,0,0.012,1
1771937769.200,58.82,0,0.012,1
1771937769.216,58.82,0,0.012,1
1771937769.233,62.50,0,0.012,1
1771937769.249,62.50,0,0.012,1
1771937769.265,58.82,0,0.012,1
1771937769.282,58.82,0,0.012,1
1771937769.300,58.82,0,0.012,1
1771937769.316,58.82,0,0.012,1
1771937769.333,58.82,0,0.012,1
1771937769.352,55.56,0,0.012,1
1771937769.371,52.63,0,0.012,1
1771937769.388,58.82,0,0.012,1
1771937769.409,47.62,0,0.012,1
1771937769.425,62.50,0,0.012,1
1771937769.442,58.82,0,0.012,1
1771937769.458,58.82,0,0.012,1
1771937769.475,62.50,0,0.012,1
1771937769.491,62.50,0,0.012,1
1771937769.507,62.50,0,0.012,1
1771937769.523,58.82,0,0.012,1
1771937769.541,58.82,0,0.012,1
1771937769.557,62.50,0,0.012,1
1771937769.573,62.50,0,0.012,1
1771937769.589,62.50,0,0.012,1
1771937769.605,58.82,0,0.012,1
1771937769.622,62.50,0,0.012,1
1771937769.638,58.82,0,0.012,1
1771937769.655,58.82,0,0.012,1
1771937769.673,58.82,0,0.012,1
1771937769.689,58.82,0,0.012,1
1771937769.706,58.82,0,0.012,1
1771937769.723,58.82,0,0.012,1
1771937769.740,62.50,0,0.012,1
1771937769.757,58.82,0,0.012,1
1771937769.778,45.45,0,0.012,1
1771937769.795,58.82,0,0.012,1
1771937769.813,58.82,0,0.012,1
1771937769.830,58.82,0,0.012,1
1771937769.847,58.82,0,0.012,1
1771937769.863,58.82,0,0.012,1
1771937769.879,62.50,0,0.012,1
1771937769.896,58.82,0,0.012,1
1771937769.913,62.50,0,0.012,1
1771937769.929,58.82,0,0.012,1
1771937769.947,58.82,0,0.012,1
1771937769.963,58.82,0,0.012,1
1771937769.981,58.82,0,0.012,1
1771937769.997,58.82,0,0.012,1
1771937770.015,58.82,0,0.012,1
1771937770.031,58.82,0,0.012,1
1771937770.048,58.82,0,0.012,1
1771937770.065,58.82,0,0.012,1
1771937770.082,58.82,0,0.012,1
1771937770.100,58.82,0,0.012,1
1771937770.116,58.82,0,0.012,1
1771937770.134,58.82,0,0.012,1
1771937770.150,58.82,0,0.012,1
1771937770.167,62.50,0,0.012,1
1771937770.183,58.82,0,0.012,1
1771937770.200,58.82,0,0.012,1
