Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771935786.971,9.62,0,0.000,1
1771935787.027,18.18,0,0.000,1
1771935787.043,58.82,0,0.000,1
1771935787.063,52.63,0,0.000,1
1771935787.080,58.82,0,0.000,1
1771935787.095,62.50,0,0.000,1
1771935787.112,62.50,0,0.000,1
1771935787.128,58.82,0,0.000,1
1771935787.145,62.50,0,0.000,1
1771935787.161,62.50,0,0.000,1
1771935787.177,62.50,0,0.000,1
1771935787.196,50.00,0,0.000,1
1771935787.228,31.25,0,0.000,1
1771935787.245,62.50,0,0.000,1
1771935787.261,58.82,0,0.000,1
1771935787.278,62.50,0,0.000,1
1771935787.293,62.50,0,0.000,1
1771935787.310,62.50,0,0.000,1
1771935787.326,62.50,0,0.000,1
1771935787.342,62.50,0,0.000,1
1771935787.358,58.82,0,0.000,1
1771935787.375,62.50,0,0.000,1
1771935787.391,62.50,0,0.000,1
1771935787.406,62.50,0,0.000,1
1771935787.423,62.50,0,0.000,1
1771935787.440,58.82,0,0.000,1
1771935787.455,62.50,0,0.000,1
1771935787.473,58.82,0,0.000,1
1771935787.489,62.50,0,0.000,1
1771935787.505,62.50,0,0.000,1
1771935787.521,62.50,0,0.000,1
1771935787.537,58.82,0,0.000,1
1771935787.554,62.50,0,0.000,1
1771935787.570,58.82,0,0.000,1
1771935787.588,58.82,0,0.000,1
1771935787.604,62.50,0,0.000,1
1771935787.620,58.82,0,0.000,1
1771935787.637,62.50,0,0.000,1
1771935787.653,62.50,0,0.000,1
1771935787.669,58.82,0,0.000,1
1771935787.686,62.50,0,0.000,1
1771935787.702,58.82,0,0.000,1
1771935787.719,62.50,0,0.000,1
1771935787.735,62.50,0,0.000,1
1771935787.751,62.50,0,0.000,1
1771935787.767,58.82,0,0.000,1
1771935787.784,62.50,0,0.000,1
1771935787.800,58.82,0,0.000,1
1771935787.817,58.82,0,0.000,1
1771935787.834,62.50,0,0.000,1
1771935787.850,62.50,0,0.000,1
1771935787.866,62.50,0,0.000,1
1771935787.882,62.50,0,0.000,1
1771935787.898,62.50,0,0.000,1
1771935787.914,62.50,0,0.000,1
1771935787.930,58.82,0,0.000,1
1771935787.947,62.50,0,0.000,1
1771935787.962,62.50,0,0.000,1
1771935787.978,62.50,0,0.000,1
1771935787.995,62.50,0,0.000,1
1771935788.011,62.50,0,0.000,1
1771935788.027,58.82,0,0.000,1
1771935788.043,62.50,0,0.000,1
1771935788.060,62.50,0,0.000,1
1771935788.076,62.50,0,0.000,1
1771935788.092,58.82,0,0.000,1
1771935788.109,58.82,0,0.000,1
1771935788.126,62.50,0,0.000,1
1771935788.142,62.50,0,0.000,1
1771935788.158,58.82,0,0.000,1
