Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771936451.901,9.26,0,0.000,1
1771936451.920,52.63,0,0.000,1
1771936451.936,62.50,0,0.000,1
1771936451.960,41.67,0,0.000,1
1771936451.976,62.50,0,0.000,1
1771936451.992,62.50,0,0.000,1
1771936452.008,62.50,0,0.000,1
1771936452.025,58.82,0,0.000,1
1771936452.041,62.50,0,0.000,1
1771936452.057,62.50,0,0.000,1
1771936452.073,62.50,0,0.000,1
1771936452.089,62.50,0,0.000,1
1771936452.106,58.82,0,0.000,1
1771936452.122,62.50,0,0.000,1
1771936452.138,62.50,0,0.000,1
1771936452.154,62.50,0,0.000,1
1771936452.170,62.50,0,0.000,1
1771936452.187,58.82,0,0.000,1
1771936452.203,62.50,0,0.000,1
1771936452.220,58.82,0,0.000,1
1771936452.237,58.82,0,0.000,1
1771936452.253,62.50,0,0.000,1
1771936452.270,58.82,0,0.000,1
1771936452.286,62.50,0,0.000,1
1771936452.302,62.50,0,0.000,1
1771936452.318,58.82,0,0.000,1
1771936452.335,62.50,0,0.000,1
1771936452.351,62.50,0,0.000,1
1771936452.367,62.50,0,0.000,1
1771936452.383,62.50,0,0.000,1
1771936452.399,62.50,0,0.000,1
1771936452.415,62.50,0,0.000,1
1771936452.431,62.50,0,0.000,1
1771936452.447,58.82,0,0.000,1
1771936452.464,62.50,0,0.000,1
1771936452.481,58.82,0,0.000,1
1771936452.497,62.50,0,0.000,1
1771936452.514,58.82,0,0.000,1
1771936452.530,62.50,0,0.000,1
1771936452.546,62.50,0,0.000,1
1771936452.562,62.50,0,0.000,1
1771936452.578,62.50,0,0.000,1
1771936452.594,62.50,0,0.000,1
1771936452.612,55.56,0,0.000,1
1771936452.628,62.50,0,0.000,1
1771936452.644,62.50,0,0.000,1
1771936452.663,52.63,0,0.000,1
1771936452.679,62.50,0,0.000,1
1771936452.695,62.50,0,0.000,1
1771936452.710,62.50,0,0.000,1
1771936452.727,62.50,0,0.000,1
