Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771937330.602,9.43,0,0.000,1
1771937330.618,62.50,0,0.000,1
1771937330.634,62.50,0,0.000,1
1771937330.650,62.50,0,0.000,1
1771937330.666,58.82,0,0.000,1
1771937330.683,62.50,0,0.000,1
1771937330.700,58.82,0,0.000,1
1771937330.717,58.82,0,0.000,1
1771937330.734,58.82,0,0.000,1
1771937330.751,58.82,0,0.000,1
1771937330.768,58.82,0,0.000,1
1771937330.785,58.82,0,0.000,1
1771937330.802,58.82,0,0.000,1
1771937330.819,58.82,0,0.000,1
1771937330.835,62.50,0,0.000,1
1771937330.852,58.82,0,0.000,1
1771937330.868,58.82,0,0.000,1
1771937330.886,58.82,0,0.000,1
1771937330.902,58.82,0,0.000,1
1771937330.920,58.82,0,0.000,1
1771937330.936,58.82,0,0.000,1
1771937330.954,58.82,0,0.000,1
1771937330.971,58.82,0,0.000,1
1771937330.987,62.50,0,0.000,1
1771937331.003,58.82,0,0.000,1
1771937331.021,58.82,0,0.000,1
1771937331.037,62.50,0,0.000,1
1771937331.054,58.82,0,0.000,1
1771937331.070,62.50,0,0.000,1
1771937331.086,62.50,0,0.000,1
1771937331.103,58.82,0,0.000,1
1771937331.119,62.50,0,0.000,1
1771937331.135,62.50,0,0.000,1
1771937331.152,58.82,0,0.000,1
1771937331.169,58.82,0,0.000,1
1771937331.185,62.50,0,0.000,1
1771937331.201,62.50,0,0.000,1
1771937331.217,58.82,0,0.000,1
1771937331.235,58.82,0,0.000,1
1771937331.252,58.82,0,0.000,1
1771937331.268,62.50,0,0.000,1
1771937331.285,58.82,0,0.000,1
1771937331.302,58.82,0,0.000,1
1771937331.318,62.50,0,0.000,1
1771937331.335,58.82,0,0.000,1
1771937331.352,58.82,0,0.000,1
1771937331.369,58.82,0,0.000,1
1771937331.385,62.50,0,0.000,1
1771937331.402,58.82,0,0.000,1
1771937331.418,62.50,0,0.000,1
1771937331.434,62.50,0,0.000,1
1771937331.450,62.50,0,0.000,1
1771937331.467,58.82,0,0.000,1
1771937331.484,58.82,0,0.000,1
1771937331.501,58.82,0,0.000,1
1771937331.517,62.50,0,0.000,1
1771937331.534,58.82,0,0.000,1
1771937331.551,58.82,0,0.000,1
1771937331.567,62.50,0,0.000,1
1771937331.584,58.82,0,0.000,1
1771937331.600,62.50,0,0.000,1
1771937331.616,62.50,0,0.000,1
1771937331.633,58.82,0,0.000,1
1771937331.649,62.50,0,0.000,1
1771937331.665,62.50,0,0.000,1
1771937331.682,58.82,0,0.000,1
1771937331.698,58.82,0,0.000,1
1771937331.716,58.82,0,0.000,1
1771937331.733,58.82,0,0.000,1
1771937331.750,58.82,0,0.000,1
1771937331.767,58.82,0,0.000,1
1771937331.783,58.82,0,0.000,1
1771937331.801,58.82,0,0.000,1
1771937331.817,62.50,0,0.000,1
1771937331.834,58.82,0,0.000,1
1771937331.852,55.56,0,0.000,1
1771937331.868,62.50,0,0.000,1
1771937331.884,62.50,0,0.000,1
1771937331.901,58.82,0,0.000,1
1771937331.917,62.50,0,0.000,1
1771937331.934,58.82,0,0.000,1
1771937331.951,58.82,0,0.000,1
1771937331.968,58.82,0,0.000,1
1771937331.984,62.50,0,0.000,1
1771937332.000,58.82,0,0.000,1
1771937332.017,62.50,0,0.000,1
1771937332.033,62.50,0,0.000,1
1771937332.050,58.82,0,0.000,1
1771937332.066,62.50,0,0.000,1
1771937332.083,58.82,0,0.000,1
1771937332.100,58.82,0,0.000,1
1771937332.116,62.50,0,0.000,1
1771937332.132,62.50,0,0.000,1
1771937332.148,58.82,0,0.000,1
1771937332.166,58.82,0,0.000,1
1771937332.182,62.50,0,0.000,1
1771937332.199,58.82,0,0.000,1
1771937332.216,58.82,0,0.000,1
1771937332.233,58.82,0,0.000,1
1771937332.250,58.82,0,0.000,1
1771937332.267,58.82,0,0.000,1
1771937332.283,62.50,0,0.000,1
1771937332.300,58.82,0,0.000,1
1771937332.317,58.82,0,0.000,1
1771937332.333,62.50,0,0.000,1
1771937332.349,62.50,0,0.000,1
1771937332.365,62.50,0,0.000,1
1771937332.382,58.82,0,0.000,1
1771937332.399,58.82,0,0.000,1
1771937332.415,58.82,0,0.000,1
1771937332.432,62.50,0,0.000,1
1771937332.449,58.82,0,0.000,1
1771937332.466,58.82,0,0.000,1
1771937332.482,62.50,0,0.000,1
1771937332.499,58.82,0,0.000,1
1771937332.516,58.82,0,0.000,1
1771937332.532,62.50,0,0.000,1
1771937332.548,58.82,0,0.000,1
1771937332.565,62.50,0,0.000,1
1771937332.582,58.82,0,0.000,1
1771937332.598,62.50,0,0.000,1
1771937332.615,58.82,0,0.000,1
1771937332.632,58.82,0,0.000,1
1771937332.648,58.82,0,0.000,1
1771937332.665,58.82,0,0.000,1
1771937332.683,58.82,0,0.000,1
1771937332.699,62.50,0,0.000,1
1771937332.716,58.82,0,0.000,1
1771937332.733,58.82,0,0.000,1
1771937332.750,58.82,0,0.000,1
1771937332.767,58.82,0,0.000,1
1771937332.784,58.82,0,0.000,1
1771937332.800,62.50,0,0.000,1
1771937332.816,62.50,0,0.000,1
1771937332.833,58.82,0,0.000,1
1771937332.850,58.82,0,0.000,1
1771937332.867,58.82,0,0.000,1
1771937332.884,58.82,0,0.000,1
1771937332.901,58.82,0,0.000,1
1771937332.917,62.50,0,0.000,1
1771937332.934,58.82,0,0.000,1
1771937332.950,62.50,0,0.000,1
1771937332.966,62.50,0,0.000,1
