Timestamp,Framerate,Active_Entities,Memory_MB,Active_Quadtree_Nodes
1771920665.625,9.52,0,0.000,1
1771920665.644,50.00,0,0.000,1
1771920665.661,62.50,0,0.000,1
1771920665.677,58.82,0,0.000,1
1771920665.694,62.50,0,0.000,1
1771920665.709,62.50,0,0.000,1
1771920665.725,62.50,0,0.000,1
1771920665.741,62.50,0,0.000,1
1771920665.758,62.50,0,0.000,1
1771920665.774,62.50,0,0.000,1
1771920665.792,52.63,0,0.000,1
1771920665.809,62.50,0,0.000,1
1771920665.825,58.82,0,0.000,1
1771920665.842,62.50,0,0.000,1
1771920665.858,62.50,0,0.000,1
1771920665.874,58.82,0,0.000,1
1771920665.891,58.82,0,0.000,1
1771920665.908,58.82,0,0.000,1
1771920665.925,58.82,0,0.000,1
1771920665.942,58.82,0,0.000,1
1771920665.959,62.50,0,0.000,1
1771920665.975,62.50,0,0.000,1
1771920665.992,58.82,0,0.000,1
1771920666.008,58.82,0,0.000,1
1771920666.025,58.82,0,0.000,1
1771920666.041,62.50,0,0.000,1
1771920666.058,62.50,0,0.000,1
1771920666.073,62.50,0,0.000,1
1771920666.090,62.50,0,0.000,1
1771920666.106,58.82,0,0.000,1
1771920666.123,58.82,0,0.000,1
1771920666.140,58.82,0,0.000,1
1771920666.157,58.82,0,0.000,1
1771920666.174,58.82,0,0.000,1
1771920666.191,62.50,0,0.000,1
1771920666.207,62.50,0,0.000,1
1771920666.223,58.82,0,0.000,1
1771920666.240,58.82,0,0.000,1
1771920666.257,58.82,0,0.000,1
1771920666.274,62.50,0,0.000,1
1771920666.290,58.82,0,0.000,1
1771920666.307,58.82,0,0.000,1
1771920666.324,58.82,0,0.000,1
1771920666.341,58.82,0,0.000,1
1771920666.357,62.50,0,0.000,1
1771920666.374,58.82,0,0.000,1
1771920666.391,58.82,0,0.000,1
1771920666.408,62.50,0,0.000,1
1771920666.424,58.82,0,0.000,1
1771920666.441,62.50,0,0.000,1
1771920666.457,62.50,0,0.000,1
1771920666.473,58.82,0,0.000,1
1771920666.490,62.50,0,0.000,1
1771920666.506,58.82,0,0.000,1
1771920666.523,62.50,0,0.000,1
1771920666.539,62.50,0,0.000,1
1771920666.555,62.50,0,0.000,1
1771920666.570,62.50,0,0.000,1
1771920666.587,58.82,0,0.000,1
1771920666.604,58.82,0,0.000,1
1771920666.621,62.50,0,0.000,1
1771920666.637,58.82,0,0.000,1
1771920666.654,62.50,0,0.000,1
1771920666.670,58.82,0,0.000,1
1771920666.687,58.82,0,0.000,1
1771920666.704,62.50,0,0.000,1
1771920666.719,62.50,0,0.000,1
1771920666.736,62.50,0,0.000,1
